ticker,construction_date,expiry,dte_bucket,dte,spot,S_T,method,q2p5,q16,q50,q84,q97p5,tail_clip,status,regime_vol,regime,cov68,cov95,winkler68,winkler95,crps,pit,crps_truncated
SPY,2025-05-21,2025-06-20,30,30,582.86,594.28,bl,468.33190502554663,506.0661069997329,599.0853025640058,671.0435481891981,684.2066419011236,False,ok,0.166042753056436,high,1.0,1.0,164.9774411894652,215.87473687557696,26.816286011252654,0.47131300247468516,False
SPY,2025-05-21,2025-06-20,30,30,582.86,594.28,corrected,506.61654135338347,567.5689223057644,590.0250626566416,606.8671679197995,630.125313283208,False,ok,0.166042753056436,high,1.0,1.0,39.29824561403507,123.50877192982455,5.179149119702354,0.6113250313584335,False
SPY,2025-06-13,2025-06-20,7,7,597.0,594.28,atm_iv_normal,564.7212071681181,580.4909990859841,597.2464029987166,613.5090009140159,629.2787928318819,False,ok,0.1254360926360463,mid,1.0,1.0,33.018001828031856,64.5575856637638,3.993762508877509,0.4400020139404666,False
SPY,2025-06-13,2025-06-20,7,7,597.0,594.28,bl,530.0055566979286,535.0715379515973,596.538777162778,640.4439480279071,661.0456051261601,True,ok,0.1254360926360463,mid,1.0,1.0,105.37241007630985,131.04004842823156,10.194673342454427,0.4220593047453138,False
SPY,2025-06-13,2025-06-20,7,7,597.0,594.28,corrected,563.5186916770982,583.7462286889148,599.3382884688567,612.4019061223216,623.3584886703891,False,ok,0.1254360926360463,mid,1.0,1.0,28.655677433406822,59.83979699329086,3.9871764989883816,0.37011641578383797,False
SPY,2025-06-18,2025-07-18,30,30,597.44,627.58,atm_iv_normal,538.1721505459094,567.1274357753888,596.9875736682894,627.7525642246113,656.7078494540907,False,ok,0.13082765547341724,mid,1.0,1.0,60.62512844922253,118.5356989081813,18.210896372591513,0.8453728771034692,False
SPY,2025-06-18,2025-07-18,30,30,597.44,627.58,bl,512.6307626696955,565.1579399453442,583.8342696433525,650.9523294955703,674.2977416180809,False,ok,0.13082765547341724,mid,1.0,1.0,85.79438955022613,161.66697894838535,17.727516063634557,0.6189473182027024,False
SPY,2025-06-18,2025-07-18,30,30,597.44,627.58,corrected,542.4660511351088,579.7906030456612,603.0304183861939,624.1575232412235,647.3973385817562,False,ok,0.13082765547341724,mid,0.0,1.0,65.75739993791544,104.93128744664739,15.352938598687071,0.8745903805132583,False
SPY,2025-07-11,2025-07-18,7,7,623.62,627.58,atm_iv_normal,600.4104221088794,611.7494525289688,623.7971723503139,635.4905474710312,646.8295778911206,False,ok,0.1009341934441505,low,1.0,1.0,23.74109494206232,46.419155782241205,3.444403626110791,0.6372520965137979,False
SPY,2025-07-11,2025-07-18,7,7,623.62,627.58,bl,553.9325985931898,609.6968552215727,624.8427027008867,650.3152643706418,659.9535309483871,False,ok,0.1009341934441505,low,1.0,1.0,40.618409149069066,106.02093235519726,4.641084589413872,0.6350030923591641,False
SPY,2025-07-11,2025-07-18,7,7,623.62,627.58,corrected,598.7760334993238,611.9978941028422,624.4419982002712,636.4972240446556,648.9413281420847,False,ok,0.1009341934441505,low,1.0,1.0,24.499329941813357,50.16529464276084,3.3526691804729802,0.6126182461631736,False
SPY,2025-07-16,2025-08-15,30,30,624.22,643.44,atm_iv_normal,571.3767103180537,597.193279322974,624.6233838907019,651.2467206770259,677.0632896819462,False,ok,0.09050676480481071,low,1.0,1.0,54.05344135405187,105.68657936389252,11.69837763910666,0.767759325127924,False
SPY,2025-07-16,2025-08-15,30,30,624.22,643.44,bl,548.2494121233835,557.0791414692541,632.323791547108,682.9987599668872,684.1504637946094,True,ok,0.09050676480481071,low,1.0,1.0,125.91961849763311,135.9010516712259,12.245004212415516,0.6989210179208238,False
SPY,2025-07-16,2025-08-15,30,30,624.22,643.44,corrected,568.5444081099483,602.6111390927583,629.8645238790064,652.3485663276609,672.1072702976908,False,ok,0.09050676480481071,low,1.0,1.0,49.73742723490261,103.56286218774244,8.885399275287925,0.7216369908395514,False
SPY,2025-08-08,2025-08-15,7,7,637.18,643.44,atm_iv_normal,615.8197411177528,626.2552874419041,637.0169445886851,648.1047125580958,658.5402588822471,False,ok,0.10224244273012702,low,1.0,1.0,21.849425116191696,42.72051776449439,4.047687951220728,0.7231833865874483,False
